Acct id,Acct type,Activate chat bot,Converted to paid customer,Date time,Number of clicks
SA31219,SMB,Y,0,8/30/20,1511
SA31219,SMB,Y,0,9/6/20,1984
SA31219,SMB,Y,0,9/13/20,1494
SA31219,SMB,Y,0,9/20/20,1659
SA31219,SMB,Y,0,9/27/20,1750
SA31219,SMB,Y,0,10/4/20,2034
SA31219,SMB,Y,0,10/11/20,1632
SA31219,SMB,Y,0,10/18/20,2013
SA31219,SMB,Y,0,10/25/20,1070
SA34168,SMB,Y,0,12/6/20,523
SA34168,SMB,Y,0,12/13/20,597
SA34168,SMB,Y,0,12/20/20,1162
SA34168,SMB,Y,0,12/27/20,1189
SA34168,SMB,Y,0,1/3/21,736
SA34168,SMB,Y,0,1/10/21,1761
SA34168,SMB,Y,0,1/17/21,1150
SA34168,SMB,Y,0,1/24/21,1435
SA34168,SMB,Y,0,1/31/21,1082
SA34168,SMB,Y,0,2/7/21,1067
SA34168,SMB,Y,0,2/14/21,2074
SA46965,SMB,Y,0,5/31/20,105
SA46965,SMB,Y,0,6/7/20,225
SA46965,SMB,Y,0,6/14/20,148
SA46965,SMB,Y,0,6/21/20,127
SA46965,SMB,Y,0,6/28/20,15
SA46965,SMB,Y,0,7/5/20,176
SA46965,SMB,Y,0,7/12/20,178
SA46965,SMB,Y,0,7/19/20,246
SA46965,SMB,Y,0,7/26/20,298
SA46965,SMB,Y,0,8/2/20,221
SA46965,SMB,Y,0,8/9/20,169
SA46965,SMB,Y,0,8/16/20,69
SA46948,ENT,N,0,3/15/20,82
SA46948,ENT,N,0,3/22/20,335
SA46948,ENT,N,0,3/29/20,37
SA46948,ENT,N,0,4/5/20,142
SA46948,ENT,N,0,4/12/20,204
SA46948,ENT,N,0,4/19/20,127
SA46948,ENT,N,0,4/26/20,288
SA46948,ENT,N,0,5/3/20,67
SA46948,ENT,N,0,5/10/20,249
SA46948,ENT,N,0,5/17/20,93
SA46948,ENT,N,0,5/24/20,129
SA44475,SMB,N,1,12/27/20,489
SA44475,SMB,N,1,1/3/21,1612
SA44475,SMB,N,1,1/10/21,132
SA44475,SMB,N,1,1/17/21,881
SA44475,SMB,N,1,1/24/21,1165
SA44475,SMB,N,1,1/31/21,725
SA44475,SMB,N,1,2/7/21,1110
SA44475,SMB,N,1,2/14/21,380
SA44475,SMB,N,1,2/21/21,635
SA44475,SMB,N,1,2/28/21,893
SA44475,SMB,N,1,3/7/21,1097
SA44475,SMB,N,1,3/14/21,877
SA32060,SMB,N,0,9/13/20,138
SA32060,SMB,N,0,9/20/20,341
SA32060,SMB,N,0,9/27/20,228
SA32060,SMB,N,0,10/4/20,196
SA32060,SMB,N,0,10/11/20,356
SA32060,SMB,N,0,10/18/20,312
SA32060,SMB,N,0,10/25/20,74
SA32060,SMB,N,0,11/1/20,378
SA32060,SMB,N,0,11/8/20,257
SA45906,ENT,Y,1,8/23/20,366
SA45906,ENT,Y,1,8/30/20,302
SA45906,ENT,Y,1,9/6/20,784
SA45906,ENT,Y,1,9/13/20,530
SA45906,ENT,Y,1,9/20/20,206
SA45906,ENT,Y,1,9/27/20,624
SA45906,ENT,Y,1,10/4/20,283
SA45906,ENT,Y,1,10/11/20,340
SA45906,ENT,Y,1,10/18/20,256
SA45906,ENT,Y,1,10/25/20,379
SA45906,ENT,Y,1,11/1/20,130
SA45906,ENT,Y,1,11/8/20,432
SA45046,ENT,N,0,8/23/20,43
SA45046,ENT,N,0,8/30/20,17
SA45046,ENT,N,0,9/6/20,40
SA45046,ENT,N,0,9/13/20,68
SA45046,ENT,N,0,9/20/20,43
SA45046,ENT,N,0,9/27/20,23
SA45046,ENT,N,0,10/4/20,21
SA45046,ENT,N,0,10/11/20,55
SA45046,ENT,N,0,10/18/20,26
SA45046,ENT,N,0,10/25/20,33
SA45046,ENT,N,0,11/1/20,41
SA45046,ENT,N,0,11/8/20,32
SA15394,ENT,Y,1,12/6/20,1811
SA15394,ENT,Y,1,12/13/20,1051
SA15394,ENT,Y,1,12/20/20,1436
SA15394,ENT,Y,1,12/27/20,1285
SA15394,ENT,Y,1,1/3/21,2820
SA15394,ENT,Y,1,1/10/21,2044
SA15394,ENT,Y,1,1/17/21,3241
SA15394,ENT,Y,1,1/24/21,2105
SA15394,ENT,Y,1,1/31/21,1082
SA15394,ENT,Y,1,2/7/21,2615
SA15394,ENT,Y,1,2/14/21,1806
SA15394,ENT,Y,1,2/21/21,2894
SA34216,ENT,N,0,1/5/20,599
SA34216,ENT,N,0,1/12/20,1328
SA34216,ENT,N,0,1/19/20,1183
SA34216,ENT,N,0,1/26/20,1349
SA34216,ENT,N,0,2/2/20,292
SA34216,ENT,N,0,2/9/20,1492
SA34216,ENT,N,0,2/16/20,919
SA34216,ENT,N,0,2/23/20,498
SA34216,ENT,N,0,3/1/20,730
SA22072,ENT,N,0,1/3/21,29
SA22072,ENT,N,0,1/10/21,21
SA22072,ENT,N,0,1/17/21,15
SA22072,ENT,N,0,1/24/21,16
SA22072,ENT,N,0,1/31/21,13
SA22072,ENT,N,0,2/7/21,12
SA22072,ENT,N,0,2/14/21,8
SA22072,ENT,N,0,2/21/21,13
SA22072,ENT,N,0,2/28/21,14
SA22072,ENT,N,0,3/7/21,9
SA22072,ENT,N,0,3/14/21,15
SA16215,SMB,N,0,12/6/20,1855
SA16215,SMB,N,0,12/13/20,1455
SA16215,SMB,N,0,12/20/20,2304
SA16215,SMB,N,0,12/27/20,2838
SA16215,SMB,N,0,1/3/21,4862
SA16215,SMB,N,0,1/10/21,2288
SA31042,ENT,Y,0,4/19/20,290
SA31042,ENT,Y,0,4/26/20,388
SA31104,ENT,N,0,12/27/20,172
SA31104,ENT,N,0,1/3/21,595
SA31104,ENT,N,0,1/10/21,753
SA31104,ENT,N,0,1/17/21,864
SA31104,ENT,N,0,1/24/21,638
SA31104,ENT,N,0,1/31/21,829
SA31104,ENT,N,0,2/7/21,302
SA31104,ENT,N,0,2/14/21,605
SA31104,ENT,N,0,2/21/21,548
SA31104,ENT,N,0,2/28/21,643
SA31104,ENT,N,0,3/7/21,1367
SA31104,ENT,N,0,3/14/21,425
SA7866,SMB,N,0,3/22/20,65
SA7866,SMB,N,0,3/29/20,40
SA7866,SMB,N,0,4/5/20,57
SA7866,SMB,N,0,4/12/20,58
SA7866,SMB,N,0,4/19/20,122
SA7866,SMB,N,0,4/26/20,118
SA7866,SMB,N,0,5/3/20,50
SA7866,SMB,N,0,5/10/20,171
SA7866,SMB,N,0,5/17/20,83
SA7866,SMB,N,0,5/24/20,94
SA7866,SMB,N,0,5/31/20,89
SA7866,SMB,N,0,6/7/20,109
SA34931,SMB,N,0,9/20/20,1647
SA34931,SMB,N,0,9/27/20,3633
SA34931,SMB,N,0,10/4/20,1243
SA34931,SMB,N,0,10/11/20,2144
SA34931,SMB,N,0,10/18/20,2404
SA34931,SMB,N,0,10/25/20,5037
SA34931,SMB,N,0,11/1/20,2932
SA34931,SMB,N,0,11/8/20,2772
SA34931,SMB,N,0,11/15/20,4038
SA34931,SMB,N,0,11/22/20,1963
SA34931,SMB,N,0,11/29/20,2166
SA30329,SMB,N,0,7/26/20,1108
SA30329,SMB,N,0,8/2/20,1352
SA30329,SMB,N,0,8/9/20,718
SA30329,SMB,N,0,8/16/20,1537
SA30329,SMB,N,0,8/23/20,1110
SA30329,SMB,N,0,8/30/20,2620
SA30329,SMB,N,0,9/6/20,1455
SA30329,SMB,N,0,9/13/20,1695
SA30329,SMB,N,0,9/20/20,632
SA41076,SMB,Y,1,10/13/19,529
SA41076,SMB,Y,1,10/20/19,847
SA41076,SMB,Y,1,10/27/19,983
SA41076,SMB,Y,1,11/3/19,989
SA41076,SMB,Y,1,11/10/19,1149
SA41076,SMB,Y,1,11/17/19,578
SA41076,SMB,Y,1,11/24/19,737
SA41076,SMB,Y,1,12/1/19,767
SA21454,ENT,N,0,8/16/20,7
SA21454,ENT,N,0,8/23/20,10
SA21454,ENT,N,0,8/30/20,9
SA21454,ENT,N,0,9/6/20,8
SA21454,ENT,N,0,9/13/20,15
SA21454,ENT,N,0,9/20/20,7
SA21454,ENT,N,0,9/27/20,5
SA21454,ENT,N,0,10/4/20,8
SA21454,ENT,N,0,10/11/20,10
SA21454,ENT,N,0,10/18/20,7
SA21454,ENT,N,0,10/25/20,12
SA29689,SMB,Y,0,9/13/20,633
SA29689,SMB,Y,0,9/20/20,2411
SA29689,SMB,Y,0,9/27/20,994
SA29689,SMB,Y,0,10/4/20,1922
SA29689,SMB,Y,0,10/11/20,1131
SA29689,SMB,Y,0,10/18/20,1888
SA29689,SMB,Y,0,10/25/20,548
SA29689,SMB,Y,0,11/1/20,1445
SA29689,SMB,Y,0,11/8/20,1614
SA29689,SMB,Y,0,11/15/20,1981
SA29689,SMB,Y,0,11/22/20,723
SA33326,SMB,Y,0,8/9/20,174
SA33326,SMB,Y,0,8/16/20,291
SA33326,SMB,Y,0,8/23/20,284
SA33326,SMB,Y,0,8/30/20,252
SA33326,SMB,Y,0,9/6/20,293
SA33326,SMB,Y,0,9/13/20,342
SA33326,SMB,Y,0,9/20/20,105
SA33326,SMB,Y,0,9/27/20,422
SA49193,SMB,N,0,11/15/20,14
SA49193,SMB,N,0,11/22/20,55
SA49193,SMB,N,0,11/29/20,45
SA49193,SMB,N,0,12/6/20,38
SA49193,SMB,N,0,12/13/20,53
SA49193,SMB,N,0,12/20/20,63
SA49193,SMB,N,0,12/27/20,42
SA49193,SMB,N,0,1/3/21,64
SA49193,SMB,N,0,1/10/21,43
SA49193,SMB,N,0,1/17/21,38
SA49193,SMB,N,0,1/24/21,52
SA49193,SMB,N,0,1/31/21,30
SA33103,ENT,N,0,12/1/19,217
SA33103,ENT,N,0,12/8/19,157
SA33103,ENT,N,0,12/15/19,149
SA33103,ENT,N,0,12/22/19,248
SA33103,ENT,N,0,12/29/19,256
SA33103,ENT,N,0,1/5/20,219
SA33103,ENT,N,0,1/12/20,255
SA33103,ENT,N,0,1/19/20,200
SA33103,ENT,N,0,1/26/20,204
SA33103,ENT,N,0,2/2/20,140
SA33103,ENT,N,0,2/9/20,215
SA33103,ENT,N,0,2/16/20,263
SA39807,SMB,Y,0,5/31/20,354
SA39807,SMB,Y,0,6/7/20,652
SA39807,SMB,Y,0,6/14/20,883
SA39807,SMB,Y,0,6/21/20,829
SA39807,SMB,Y,0,6/28/20,809
SA39807,SMB,Y,0,7/5/20,897
SA39807,SMB,Y,0,7/12/20,608
SA39807,SMB,Y,0,7/19/20,856
SA39807,SMB,Y,0,7/26/20,1186
SA39807,SMB,Y,0,8/2/20,779
SA13972,ENT,N,0,8/23/20,97
SA13972,ENT,N,0,8/30/20,85
SA13972,ENT,N,0,9/6/20,141
SA13972,ENT,N,0,9/13/20,240
SA13972,ENT,N,0,9/20/20,125
SA13972,ENT,N,0,9/27/20,194
SA13972,ENT,N,0,10/4/20,150
SA13972,ENT,N,0,10/11/20,101
SA13972,ENT,N,0,10/18/20,56
SA13972,ENT,N,0,10/25/20,132
SA13972,ENT,N,0,11/1/20,125
SA45363,ENT,N,0,12/6/20,260
SA45363,ENT,N,0,12/13/20,200
SA45363,ENT,N,0,12/20/20,89
SA45363,ENT,N,0,12/27/20,163
SA45363,ENT,N,0,1/3/21,199
SA45363,ENT,N,0,1/10/21,114
SA45363,ENT,N,0,1/17/21,174
SA45363,ENT,N,0,1/24/21,103
SA45363,ENT,N,0,1/31/21,184
SA27009,ENT,Y,0,8/30/20,468
SA27009,ENT,Y,0,9/6/20,309
SA27009,ENT,Y,0,9/13/20,721
SA27009,ENT,Y,0,9/20/20,626
SA27009,ENT,Y,0,9/27/20,462
SA27009,ENT,Y,0,10/4/20,384
SA27009,ENT,Y,0,10/11/20,302
SA27009,ENT,Y,0,10/18/20,424
SA27009,ENT,Y,0,10/25/20,660
SA27009,ENT,Y,0,11/1/20,680
SA27009,ENT,Y,0,11/8/20,738
SA27009,ENT,Y,0,11/15/20,648
SA15228,SMB,N,0,5/10/20,34
SA15228,SMB,N,0,5/17/20,36
SA15228,SMB,N,0,5/24/20,49
SA15228,SMB,N,0,5/31/20,35
SA15228,SMB,N,0,6/7/20,41
SA15228,SMB,N,0,6/14/20,51
SA15228,SMB,N,0,6/21/20,27
SA15228,SMB,N,0,6/28/20,23
SA15228,SMB,N,0,7/5/20,15
SA15228,SMB,N,0,7/12/20,49
SA15228,SMB,N,0,7/19/20,38
SA15228,SMB,N,0,7/26/20,69
SA10160,ENT,Y,1,9/1/19,96
SA10160,ENT,Y,1,9/8/19,472
SA10160,ENT,Y,1,9/15/19,370
SA10160,ENT,Y,1,9/22/19,206
SA10160,ENT,Y,1,9/29/19,711
SA10160,ENT,Y,1,10/6/19,327
SA10160,ENT,Y,1,10/13/19,326
SA10160,ENT,Y,1,10/20/19,554
SA10160,ENT,Y,1,10/27/19,344
SA10160,ENT,Y,1,11/3/19,358
SA10160,ENT,Y,1,11/10/19,524
SA10160,ENT,Y,1,11/17/19,782
SA40994,ENT,Y,1,11/24/19,953
SA40994,ENT,Y,1,12/1/19,512
SA40994,ENT,Y,1,12/8/19,509
SA40994,ENT,Y,1,12/15/19,621
SA40994,ENT,Y,1,12/22/19,1230
SA40994,ENT,Y,1,12/29/19,421
SA40994,ENT,Y,1,1/5/20,227
SA40994,ENT,Y,1,1/12/20,667
SA40994,ENT,Y,1,1/19/20,635
SA40994,ENT,Y,1,1/26/20,280
SA40994,ENT,Y,1,2/2/20,669
SA40994,ENT,Y,1,2/9/20,363
SA46381,SMB,Y,0,5/10/20,965
SA46381,SMB,Y,0,5/17/20,1030
SA46381,SMB,Y,0,5/24/20,1202
SA46381,SMB,Y,0,5/31/20,1151
SA46381,SMB,Y,0,6/7/20,1871
SA46381,SMB,Y,0,6/14/20,720
SA46381,SMB,Y,0,6/21/20,900
SA46381,SMB,Y,0,6/28/20,1145
SA46381,SMB,Y,0,7/5/20,1968
SA46381,SMB,Y,0,7/12/20,1735
SA46381,SMB,Y,0,7/19/20,626
SA46381,SMB,Y,0,7/26/20,1076
SA9317,SMB,Y,0,12/13/20,310
SA9317,SMB,Y,0,12/20/20,499
SA9317,SMB,Y,0,12/27/20,883
SA9317,SMB,Y,0,1/3/21,506
SA9317,SMB,Y,0,1/10/21,572
SA9317,SMB,Y,0,1/17/21,581
SA9317,SMB,Y,0,1/24/21,440
SA9317,SMB,Y,0,1/31/21,337
SA9317,SMB,Y,0,2/7/21,287
SA9317,SMB,Y,0,2/14/21,361
SA39233,SMB,Y,0,8/11/19,146
SA39233,SMB,Y,0,8/18/19,144
SA39233,SMB,Y,0,8/25/19,529
SA39233,SMB,Y,0,9/1/19,241
SA39233,SMB,Y,0,9/8/19,255
SA39233,SMB,Y,0,9/15/19,468
SA39233,SMB,Y,0,9/22/19,504
SA39233,SMB,Y,0,9/29/19,285
SA39233,SMB,Y,0,10/6/19,314
SA39233,SMB,Y,0,10/13/19,552
SA39233,SMB,Y,0,10/20/19,427
SA30843,ENT,N,0,8/2/20,22
SA30843,ENT,N,0,8/9/20,66
SA30843,ENT,N,0,8/16/20,100
SA30843,ENT,N,0,8/23/20,129
SA30843,ENT,N,0,8/30/20,69
SA30843,ENT,N,0,9/6/20,112
SA30843,ENT,N,0,9/13/20,87
SA30843,ENT,N,0,9/20/20,98
SA30843,ENT,N,0,9/27/20,69
SA30843,ENT,N,0,10/4/20,102
SA30843,ENT,N,0,10/11/20,103
SA30843,ENT,N,0,10/18/20,42
SA25102,SMB,N,0,12/6/20,381
SA25102,SMB,N,0,12/13/20,705
SA25102,SMB,N,0,12/20/20,480
SA25102,SMB,N,0,12/27/20,418
SA25102,SMB,N,0,1/3/21,426
SA25102,SMB,N,0,1/10/21,773
SA25102,SMB,N,0,1/17/21,443
SA11389,SMB,N,0,7/26/20,3027
SA11389,SMB,N,0,8/2/20,3647
SA11389,SMB,N,0,8/9/20,2461
SA11389,SMB,N,0,8/16/20,6183
SA11389,SMB,N,0,8/23/20,2638
SA11389,SMB,N,0,8/30/20,3734
SA11389,SMB,N,0,9/6/20,3219
SA11389,SMB,N,0,9/13/20,2880
SA11389,SMB,N,0,9/20/20,3294
SA11389,SMB,N,0,9/27/20,2118
SA39609,ENT,Y,0,7/14/19,315
SA39609,ENT,Y,0,7/21/19,384
SA39609,ENT,Y,0,7/28/19,764
SA39609,ENT,Y,0,8/4/19,447
SA39609,ENT,Y,0,8/11/19,135
SA39609,ENT,Y,0,8/18/19,568
SA39609,ENT,Y,0,8/25/19,573
SA39609,ENT,Y,0,9/1/19,334
SA39609,ENT,Y,0,9/8/19,144
SA39609,ENT,Y,0,9/15/19,437
SA39609,ENT,Y,0,9/22/19,303
SA39609,ENT,Y,0,9/29/19,447
SA25475,ENT,N,0,3/15/20,9
SA25475,ENT,N,0,3/22/20,12
SA25475,ENT,N,0,3/29/20,10
SA25475,ENT,N,0,4/5/20,12
SA25475,ENT,N,0,4/12/20,9
SA25475,ENT,N,0,4/19/20,8
SA25475,ENT,N,0,4/26/20,11
SA25475,ENT,N,0,5/3/20,9
SA25475,ENT,N,0,5/10/20,9
SA25475,ENT,N,0,5/17/20,4
SA25475,ENT,N,0,5/24/20,10
SA25475,ENT,N,0,5/31/20,8
SA5837,ENT,Y,1,5/5/19,1015
SA5837,ENT,Y,1,5/12/19,565
SA5837,ENT,Y,1,5/19/19,614
SA5837,ENT,Y,1,5/26/19,806
SA5837,ENT,Y,1,6/2/19,1052
SA5837,ENT,Y,1,6/9/19,443
SA5837,ENT,Y,1,6/16/19,593
SA5837,ENT,Y,1,6/23/19,938
SA5837,ENT,Y,1,6/30/19,782
SA5837,ENT,Y,1,7/7/19,1071
SA5837,ENT,Y,1,7/14/19,557
SA5837,ENT,Y,1,7/21/19,1215
SA23439,ENT,N,0,11/8/20,72
SA23439,ENT,N,0,11/15/20,47
SA23439,ENT,N,0,11/22/20,44
SA23439,ENT,N,0,11/29/20,91
SA23439,ENT,N,0,12/6/20,70
SA23439,ENT,N,0,12/13/20,33
SA23439,ENT,N,0,12/20/20,74
SA23439,ENT,N,0,12/27/20,84
SA23439,ENT,N,0,1/3/21,67
SA23439,ENT,N,0,1/10/21,50
SA23439,ENT,N,0,1/17/21,66
SA23439,ENT,N,0,1/24/21,34
SA29974,ENT,Y,1,9/8/19,368
SA29974,ENT,Y,1,9/15/19,314
SA29974,ENT,Y,1,9/22/19,425
SA29974,ENT,Y,1,9/29/19,221
SA29974,ENT,Y,1,10/6/19,292
SA29974,ENT,Y,1,10/13/19,387
SA13885,SMB,Y,0,11/15/20,199
SA13885,SMB,Y,0,11/22/20,325
SA13885,SMB,Y,0,11/29/20,439
SA13885,SMB,Y,0,12/6/20,295
SA13885,SMB,Y,0,12/13/20,323
SA13885,SMB,Y,0,12/20/20,589
SA13885,SMB,Y,0,12/27/20,140
SA13885,SMB,Y,0,1/3/21,147
SA13885,SMB,Y,0,1/10/21,146
SA13885,SMB,Y,0,1/17/21,190
SA13885,SMB,Y,0,1/24/21,314
SA13885,SMB,Y,0,1/31/21,435
SA10935,SMB,Y,0,12/13/20,302
SA10935,SMB,Y,0,12/20/20,358
SA10935,SMB,Y,0,12/27/20,319
SA10935,SMB,Y,0,1/3/21,329
SA25120,SMB,N,0,3/15/20,224
SA25120,SMB,N,0,3/22/20,60
SA25120,SMB,N,0,3/29/20,171
SA25120,SMB,N,0,4/5/20,114
SA25120,SMB,N,0,4/12/20,287
SA25120,SMB,N,0,4/19/20,189
SA25120,SMB,N,0,4/26/20,148
SA25120,SMB,N,0,5/3/20,583
SA25120,SMB,N,0,5/10/20,96
SA25120,SMB,N,0,5/17/20,234
SA25120,SMB,N,0,5/24/20,357
SA42363,ENT,N,0,12/15/19,271
SA42363,ENT,N,0,12/22/19,72
